指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%),
801010,农林牧渔,2021-02-01 00:00:00.0,3915.83,4033.58,3878.99,4022.99,17.95,283.79,2.48,4.14,16.83,3.71,17.06,3.47,7199.23,82.75,1.16,
801010,农林牧渔,2021-01-29 00:00:00.0,4012.55,4027.97,3888.13,3925.6,18.25,284.79,-1.97,4.22,16.2,3.6,16.85,3.12,7015.18,80.63,1.19,
801010,农林牧渔,2021-01-28 00:00:00.0,4038.28,4078.24,4000.62,4004.33,17.75,317.86,-2.22,4.11,16.51,3.67,17.24,3.61,7149.86,82.18,1.17,
801010,农林牧渔,2021-01-27 00:00:00.0,4023.92,4121.74,4023.92,4095.36,17.84,320.41,1.27,4.13,16.9,3.75,17.74,3.62,7312.4,84.05,1.14,
801010,农林牧渔,2021-01-26 00:00:00.0,4010.55,4094.09,3986.48,4043.91,21.61,399.21,1.44,5,16.67,3.7,17.65,4.11,7220.54,82.99,1.16,
801010,农林牧渔,2021-01-25 00:00:00.0,3947.57,3987.6,3908.03,3986.61,19.23,328.44,0.96,4.45,16.43,3.65,17.7,2.84,7118.23,81.82,1.18,
801010,农林牧渔,2021-01-22 00:00:00.0,4007.4,4007.4,3934.07,3948.78,16.69,279.9,-1.41,3.86,16.28,3.62,17.57,2.63,7050.68,81.04,1.19,
801010,农林牧渔,2021-01-21 00:00:00.0,3969.04,4029.43,3958.51,4005.22,16.69,280.65,0.96,3.86,16.52,3.67,17.85,2.69,7151.44,82.2,1.17,
801010,农林牧渔,2021-01-20 00:00:00.0,3923.63,3973.19,3913.4,3967.09,14.02,248.72,0.51,3.24,16.36,3.63,17.71,2.83,7083.25,81.42,1.18,
801010,农林牧渔,2021-01-19 00:00:00.0,3997.26,3997.3,3940.79,3947.04,19.63,294.22,-1.23,4.54,16.28,3.62,17.57,2.94,7047.46,81.01,1.21,
801010,农林牧渔,2021-01-18 00:00:00.0,3952.09,4012.48,3952.09,3996.31,16.16,241.05,1.7,3.74,16.49,3.66,17.74,2.53,7135.43,82.02,1.19,
801010,农林牧渔,2021-01-15 00:00:00.0,3945.7,3984.43,3893.09,3929.65,15.24,248.06,-0.34,3.53,16.21,3.6,17.4,2.5,7016.41,80.65,1.21,
801010,农林牧渔,2021-01-14 00:00:00.0,4031.99,4032.95,3939.66,3943.25,18.62,306.98,-2.75,4.31,16.26,3.61,17.22,2.86,7040.7,80.93,1.21,
801010,农林牧渔,2021-01-13 00:00:00.0,4136.06,4136.06,4038.33,4054.64,20.2,349.78,-1.95,4.67,16.74,3.72,17.67,2.93,7239.58,83.21,1.17,
801010,农林牧渔,2021-01-12 00:00:00.0,4075.29,4139.79,4058.85,4135.45,19.42,347.69,1.07,4.49,17.07,3.79,18.09,3.3,7383.75,84.87,1.15,
801010,农林牧渔,2021-01-11 00:00:00.0,4254.7,4254.7,4057.26,4091.76,24.1,446.25,-4.52,5.58,16.89,3.75,17.87,3.82,7305.74,83.97,1.16,
801010,农林牧渔,2021-01-08 00:00:00.0,4371.87,4371.92,4243.66,4285.38,24.6,410.48,-2.05,5.7,17.68,3.93,18.47,3.76,7646.3,87.89,1.11,
801010,农林牧渔,2021-01-07 00:00:00.0,4325.02,4374.91,4266.54,4374.91,31.13,495.41,0.68,7.21,18.05,4.01,18.8,4.24,7806.04,89.72,1.09,
801010,农林牧渔,2021-01-06 00:00:00.0,4381.8,4412.5,4292.48,4345.4,30.42,505.63,0.24,7.06,17.8,3.96,18.83,4.5,7694.61,88.44,1.1,
801010,农林牧渔,2021-01-05 00:00:00.0,4222.56,4374.66,4220.41,4335.03,35.56,629.12,3.68,8.25,17.75,3.94,18.88,5.15,7676.24,88.23,1.11,
801010,农林牧渔,2021-01-04 00:00:00.0,3962.95,4190.01,3962.95,4181.35,31.38,472.98,6.86,7.28,17.11,3.8,18.5,4.22,7407.08,85.14,1.15,
801010,农林牧渔,2020-12-31 00:00:00.0,3873.85,3916.36,3865.96,3913.1,19.47,279.4,0.88,4.52,16.01,3.56,17.39,3.04,6931.89,79.68,1.23,
801010,农林牧渔,2020-12-30 00:00:00.0,3858.57,3893.45,3854.06,3879.06,20.17,291.61,0.59,4.68,15.87,3.53,17.2,3.61,6871.59,78.98,1.24,
801010,农林牧渔,2020-12-29 00:00:00.0,3915.94,3929.04,3852.76,3856.43,25.85,354.37,-1.28,6,15.75,3.5,17.04,4.28,6828.36,78.49,1.24,
801010,农林牧渔,2020-12-28 00:00:00.0,3811.01,3907.38,3811.01,3906.55,23.86,337.09,2.64,5.54,15.96,3.55,17.28,3.99,6917.1,79.51,1.23,
801010,农林牧渔,2020-12-25 00:00:00.0,3802,3824.78,3764.63,3806.01,20.7,269.69,-0.66,4.81,15.53,3.45,16.98,3.56,6738.76,77.46,1.26,
801010,农林牧渔,2020-12-24 00:00:00.0,3819.52,3892.03,3808.46,3831.18,27.41,362.22,-0.19,6.37,15.63,3.48,17,4.59,6783.33,77.97,1.25,
801010,农林牧渔,2020-12-23 00:00:00.0,3790.47,3841.6,3762.69,3838.63,28.75,358.39,1,6.68,15.66,3.48,17.36,4.02,6796.51,78.12,1.27,
801010,农林牧渔,2020-12-22 00:00:00.0,3870.62,3899.17,3800.06,3800.54,29.63,389.64,-2.22,6.88,15.49,3.44,17.28,4.23,6729.06,77.35,1.28,
801010,农林牧渔,2020-12-21 00:00:00.0,3817.48,3886.66,3784.56,3886.66,26.27,337.82,2.19,6.1,15.83,3.52,17.62,4.07,6881.54,79.1,1.26,
801010,农林牧渔,2020-12-18 00:00:00.0,3837.71,3840.18,3797.81,3803.45,19.38,249.1,-1.02,4.5,15.48,3.44,17.21,3.36,6734.22,77.4,1.28,
801010,农林牧渔,2020-12-17 00:00:00.0,3829.25,3851.53,3809.69,3842.67,20.48,264.24,0.2,4.76,15.64,3.48,17.38,3.47,6803.66,78.2,1.27,
801010,农林牧渔,2020-12-16 00:00:00.0,3832.07,3853.13,3810.01,3835.03,19.12,255.52,-0.04,4.45,15.61,3.47,17.44,3.85,6788.44,78.03,1.27,
801010,农林牧渔,2020-12-15 00:00:00.0,3868.27,3878.89,3829.59,3836.49,17.65,225.25,-1.01,4.11,15.61,3.47,17.32,3.32,6789.12,78.04,1.27,
801010,农林牧渔,2020-12-14 00:00:00.0,3789.64,3877.85,3782.68,3875.71,23.9,308.83,2.46,5.56,15.76,3.5,17.55,4.54,6858.53,78.83,1.26,
801010,农林牧渔,2020-12-11 00:00:00.0,3822.33,3822.36,3747.13,3782.71,23.74,281.41,-1.27,5.53,15.37,3.42,17.11,3.55,6691.21,76.91,1.29,
801010,农林牧渔,2020-12-10 00:00:00.0,3859.47,3883.16,3828.74,3831.5,20.01,228.84,-1.15,4.66,15.57,3.46,17.16,3.39,6775.56,77.88,1.28,
801010,农林牧渔,2020-12-09 00:00:00.0,3960.94,3968.94,3872.63,3876.2,20.18,247.5,-2.31,4.7,15.75,3.5,17.23,3.26,6854.61,78.79,1.26,
801010,农林牧渔,2020-12-08 00:00:00.0,4009.82,4009.82,3965.34,3968.01,20.76,238.49,-0.97,4.83,16.12,3.58,17.65,3.55,7018.5,80.67,1.23,
801010,农林牧渔,2020-12-07 00:00:00.0,3945.02,4019.6,3936.71,4006.77,24.55,295.66,1.47,5.71,16.28,3.62,17.78,4.03,7087.05,81.46,1.22,
801010,农林牧渔,2020-12-04 00:00:00.0,3951.81,3961.25,3926.04,3948.86,20.21,255.47,-0.17,4.7,16.04,3.57,17.57,3.54,6984.63,80.28,1.24,
801010,农林牧渔,2020-12-03 00:00:00.0,3911.21,3965.84,3879.09,3955.67,23.79,281.73,1.23,5.54,16.07,3.57,17.46,3.55,6996.66,80.42,1.24,
801010,农林牧渔,2020-12-02 00:00:00.0,3893.93,3918.87,3879.53,3907.58,15.87,217.41,0.52,3.7,15.87,3.53,17.26,2.58,6911.59,79.44,1.25,
801010,农林牧渔,2020-12-01 00:00:00.0,3828.94,3891.68,3822.18,3887.31,14.12,195.35,1.19,3.29,15.79,3.51,17.19,2.33,6875.74,79.03,1.26,
801010,农林牧渔,2020-11-30 00:00:00.0,3887.85,3910.23,3841.56,3841.56,16.67,226.49,-0.27,3.88,15.6,3.47,16.84,2.46,6794.82,78.1,1.27,
801010,农林牧渔,2020-11-27 00:00:00.0,3796.52,3865.08,3796.51,3852.1,14.11,204.02,1.87,3.29,15.65,3.48,16.81,2.93,6813.47,78.32,1.27,
801010,农林牧渔,2020-11-26 00:00:00.0,3755.48,3789.32,3744.92,3781.53,8.44,142.89,0.86,1.97,15.36,3.42,16.63,2.02,6688.64,76.88,1.29,
801010,农林牧渔,2020-11-25 00:00:00.0,3825.85,3826.79,3749.35,3749.35,10.34,160.12,-1.85,2.41,15.22,3.39,16.6,1.93,6629.6,76.2,1.3,
801010,农林牧渔,2020-11-24 00:00:00.0,3811.27,3860.79,3801.34,3820.03,11.76,186.85,-0.05,2.74,15.5,3.45,17.04,2.34,6753.8,77.63,1.28,
801010,农林牧渔,2020-11-23 00:00:00.0,3826.53,3832.85,3786.73,3822.13,13.54,199.74,-0.3,3.16,15.51,3.45,17.11,2.17,6757.52,77.67,1.28,
801010,农林牧渔,2020-11-20 00:00:00.0,3838.49,3840.89,3804.23,3833.81,11.4,196.66,-0.42,2.66,15.54,3.46,17.08,2.72,6778.16,77.91,1.28,
801010,农林牧渔,2020-11-19 00:00:00.0,3787.87,3862.02,3772.92,3850.12,13,231.49,1.66,3.03,15.61,3.48,16.97,3.1,6806.99,78.24,1.27,
801010,农林牧渔,2020-11-18 00:00:00.0,3792.95,3800.88,3768.33,3787.22,10.91,162.28,-0.04,2.54,15.36,3.42,16.8,2.06,6695.78,76.96,1.29,
801010,农林牧渔,2020-11-17 00:00:00.0,3798.45,3807.99,3766.19,3788.77,13.27,217.63,-0.45,3.1,15.36,3.42,16.86,2.64,6690.01,76.9,1.29,
801010,农林牧渔,2020-11-16 00:00:00.0,3715.67,3806,3696.98,3806,13.94,230.56,3.01,3.26,15.42,3.43,16.91,2.99,6713.93,77.17,1.29,
801010,农林牧渔,2020-11-13 00:00:00.0,3682.7,3695.88,3650.03,3694.86,10.36,174.82,0.05,2.42,14.96,3.33,16.51,2.5,6517.87,74.92,1.33,
801010,农林牧渔,2020-11-12 00:00:00.0,3730.44,3730.44,3671.69,3693.03,13.42,218.61,-1.1,3.14,14.95,3.33,16.69,3.21,6514.64,74.88,1.33,
801010,农林牧渔,2020-11-11 00:00:00.0,3765.71,3804.82,3729.01,3734.09,14.07,232.31,-1.06,3.29,15.11,3.37,16.76,2.79,6587.06,75.71,1.31,
801010,农林牧渔,2020-11-10 00:00:00.0,3794.02,3800.95,3756.85,3773.97,13.31,215.17,-0.42,3.11,15.27,3.4,16.93,2.29,6657.42,76.52,1.3,
801010,农林牧渔,2020-11-09 00:00:00.0,3740.41,3806.11,3737.22,3789.9,13.69,228.01,1.32,3.21,15.34,3.42,16.91,2.21,6673.37,76.71,1.3,
801010,农林牧渔,2020-11-06 00:00:00.0,3794.07,3794.07,3706.11,3740.61,10.12,188.7,-1.28,2.37,15.16,3.37,16.72,2.24,6588.33,75.73,1.31,
801010,农林牧渔,2020-11-05 00:00:00.0,3777.26,3798.16,3755.04,3789.3,10.12,169.86,0.74,2.37,15.35,3.42,16.92,2.07,6674.08,76.71,1.3,
801010,农林牧渔,2020-11-04 00:00:00.0,3774.95,3797.51,3745.78,3761.48,9.31,154.63,-0.4,2.19,15.23,3.39,16.7,2.23,6614.05,76.02,1.31,
801010,农林牧渔,2020-11-03 00:00:00.0,3744.58,3781.88,3721.34,3776.69,11,178.62,1.17,2.58,15.29,3.4,16.81,2.39,6640.79,76.33,1.3,
801010,农林牧渔,2020-11-02 00:00:00.0,3742.17,3759.19,3709.72,3733.01,11.42,190.82,0.16,2.68,15.12,3.37,16.53,2.47,6563.98,75.45,1.32,
801010,农林牧渔,2020-10-30 00:00:00.0,3831.7,3833.07,3723.49,3727.04,12.98,181.46,-2.66,3.05,17.13,3.41,16.49,2.19,6553.49,75.33,1.32,
801010,农林牧渔,2020-10-29 00:00:00.0,3735.82,3844.03,3730.32,3828.73,11.15,164.47,1.09,2.62,17.59,3.55,16.98,2.21,6732.19,77.38,1.28,
801010,农林牧渔,2020-10-28 00:00:00.0,3822.06,3822.06,3776.93,3787.33,10.59,157.24,-0.8,2.49,17.33,3.51,16.91,2.23,6652.82,76.47,1.3,
801010,农林牧渔,2020-10-27 00:00:00.0,3771.58,3822.98,3771.57,3817.78,10.08,164.26,1.05,2.37,17.53,3.57,16.99,2.7,6688.43,76.88,1.29,
801010,农林牧渔,2020-10-26 00:00:00.0,3772.53,3803.35,3713.15,3778.24,9.47,138.41,-0.12,2.23,17.34,3.57,16.92,2.26,6618.13,76.07,1.3,
801010,农林牧渔,2020-10-23 00:00:00.0,3878.93,3893.78,3781.83,3782.72,10.3,175.95,-2.51,2.42,17.38,3.63,16.98,2.66,6634.6,76.26,1.3,
801010,农林牧渔,2020-10-22 00:00:00.0,3948.66,3948.67,3873.02,3880.12,10.53,180.26,-2.05,2.48,17.83,3.73,17.41,2.83,6805.44,78.22,1.27,
801010,农林牧渔,2020-10-21 00:00:00.0,4022.37,4022.45,3954.84,3961.24,9.26,128.08,-1.43,2.2,17.74,3.81,17.34,1.91,6768.45,78.7,1.24,
801010,农林牧渔,2020-10-20 00:00:00.0,4001.64,4018.88,3960.73,4018.88,10.43,141.43,0.46,2.48,17.99,3.86,17.61,2.24,6878.61,79.98,1.22,
801010,农林牧渔,2020-10-19 00:00:00.0,4037.63,4074.85,3991.88,4000.61,13.33,177.1,-0.42,3.17,17.91,3.95,17.48,2.52,6846.37,79.61,1.23,
801010,农林牧渔,2020-10-16 00:00:00.0,4026.63,4038.22,3978.96,4017.33,10.11,132.92,-0.28,2.4,17.98,3.97,17.52,1.97,6874.98,79.94,1.22,
801010,农林牧渔,2020-10-15 00:00:00.0,4073.06,4073.06,4016.06,4028.44,12.28,170.2,-1.49,2.92,18.03,3.98,17.58,2.35,6893.51,80.16,1.22,
801010,农林牧渔,2020-10-14 00:00:00.0,4164.44,4164.44,4075.75,4089.28,14.23,220.55,-2.15,3.38,18.3,4.04,17.92,2.76,6994.05,81.33,1.23,
801010,农林牧渔,2020-10-13 00:00:00.0,4071.78,4190.55,4053.41,4178.95,15.01,238.92,2.6,3.57,18.71,4.13,18.12,2.97,7147.42,83.11,1.21,
801010,农林牧渔,2020-10-12 00:00:00.0,3957.56,4073.24,3942.85,4073.05,15.5,229.88,3.17,3.69,18.23,4.02,17.84,2.47,6961.12,80.94,1.24,
801010,农林牧渔,2020-10-09 00:00:00.0,3964.23,3964.23,3916.18,3947.8,12.24,175.4,1.05,2.91,17.66,3.9,17.38,2.58,6747.07,78.45,1.45,
801010,农林牧渔,2020-09-30 00:00:00.0,3942.12,3954.11,3886.69,3906.89,9.68,134.84,-0.64,2.3,17.49,3.86,16.94,2.62,6663.92,77.49,1.47,
801010,农林牧渔,2020-09-29 00:00:00.0,3886.58,3949.49,3864.51,3931.94,10.98,152.57,2.2,2.61,17.61,3.88,16.98,2.95,6705.66,77.97,1.46,
801010,农林牧渔,2020-09-28 00:00:00.0,3960.87,3961.2,3844.15,3847.46,11.39,162.35,-2.65,2.71,17.21,3.79,16.73,3.2,6561.59,76.3,1.49,
801010,农林牧渔,2020-09-25 00:00:00.0,3982.19,3986.18,3939.72,3952.38,13.46,182.16,-0.4,3.21,17.66,3.89,17.25,3.34,6736.39,78.33,1.47,
801010,农林牧渔,2020-09-24 00:00:00.0,4002.29,4039.11,3966.75,3968.09,14.98,203.68,-1.41,3.57,17.74,3.91,17.38,3.13,6759.63,79.53,1.46,
801010,农林牧渔,2020-09-23 00:00:00.0,4001.26,4026.56,3994.13,4024.83,10.67,154.21,0.79,2.54,18,3.97,17.66,2.46,6854.29,80.64,1.44,
801010,农林牧渔,2020-09-22 00:00:00.0,4031.85,4053.94,3984.96,3993.15,11.71,167.18,-1.68,2.79,17.86,3.94,17.52,2.49,6799.72,80,1.44,
801010,农林牧渔,2020-09-21 00:00:00.0,4079.95,4082.29,4030.16,4061.5,13.83,181.29,-0.46,3.29,18.19,4,17.79,2.51,6899,81.16,1.42,
801010,农林牧渔,2020-09-18 00:00:00.0,4023.65,4083.49,4023.65,4080.17,14.2,198.27,1.61,3.38,18.28,4.02,17.85,2.48,6930.72,81.54,1.42,
801010,农林牧渔,2020-09-17 00:00:00.0,4071.84,4071.86,3966.66,4015.47,14.1,194.98,-1.83,3.36,17.98,3.95,17.61,2.76,6814.51,80.17,1.44,
801010,农林牧渔,2020-09-16 00:00:00.0,4141.97,4163.95,4051.36,4090.17,13.42,193.41,-1.46,3.2,18.31,4.02,17.83,2.95,6940.25,81.65,1.42,
801010,农林牧渔,2020-09-15 00:00:00.0,4135.99,4151.39,4088.76,4150.76,13.14,175.41,0.32,3.13,18.59,4.08,17.99,2.51,7043.06,82.86,1.39,
801010,农林牧渔,2020-09-14 00:00:00.0,4172.25,4189.96,4105.26,4137.47,14.76,205.69,-0.27,3.52,18.54,4.07,17.94,2.77,7025.13,82.65,1.4,
801010,农林牧渔,2020-09-11 00:00:00.0,4130.63,4152.14,4089.39,4148.51,13.3,180.49,0.08,3.17,18.58,4.08,17.86,2.73,7043.16,82.86,1.39,
801010,农林牧渔,2020-09-10 00:00:00.0,4212.91,4222.1,4116.5,4145.26,19.14,235.47,-0.5,4.56,18.57,4.08,17.67,2.78,7037.65,82.8,1.4,
801010,农林牧渔,2020-09-09 00:00:00.0,4290.26,4308.4,4163.51,4166.07,20.14,264.58,-4.1,4.8,18.65,4.1,17.95,2.63,7069.61,83.17,1.39,
801010,农林牧渔,2020-09-08 00:00:00.0,4388.03,4388.03,4293.47,4344.09,19.34,289.9,-1.07,4.61,19.44,4.27,18.81,3.23,7377.92,86.8,1.33,
801010,农林牧渔,2020-09-07 00:00:00.0,4592.64,4592.88,4368.21,4391.13,21.58,339.65,-4.83,5.14,19.63,4.31,18.84,3.46,7456.58,87.72,1.32,
801010,农林牧渔,2020-09-04 00:00:00.0,4568.99,4616.78,4539.35,4613.76,16.51,240.81,-1.03,3.93,20.63,4.53,19.62,2.98,7834.63,92.17,1.25,
801010,农林牧渔,2020-09-03 00:00:00.0,4741.06,4741.08,4643.72,4661.96,21.56,312.06,-2.22,5.15,20.86,4.54,19.86,3.44,7804.33,91.82,1.26,
801010,农林牧渔,2020-09-02 00:00:00.0,4768.63,4862.15,4742.03,4767.84,23.49,354.38,0.34,5.61,21.36,4.65,20.15,3.78,7981.59,93.9,1.23,
801010,农林牧渔,2020-09-01 00:00:00.0,4722.16,4751.76,4676.77,4751.76,20.05,280.1,0.6,4.79,21.28,4.63,20.02,3.41,7954.67,93.58,1.23,
801010,农林牧渔,2020-08-31 00:00:00.0,4752.1,4777.34,4710.51,4723.52,21.9,333.55,-0.61,5.24,24.36,4.6,20.06,3.33,7894.5,92.88,1.24,
801010,农林牧渔,2020-08-28 00:00:00.0,4621.83,4757.3,4611.67,4752.68,22.7,322.69,2.49,5.44,24.47,4.64,19.58,3.59,7929.19,94.4,1.24,
801010,农林牧渔,2020-08-27 00:00:00.0,4599.9,4637.04,4565.06,4637.04,18.5,245.03,0.66,4.43,23.87,4.56,19.26,3.12,7736.27,92.1,1.27,
801010,农林牧渔,2020-08-26 00:00:00.0,4707.29,4738.46,4583.49,4606.53,25.78,334.84,-2.25,6.18,23.71,4.53,18.96,3.65,7685.37,91.49,1.28,
801010,农林牧渔,2020-08-25 00:00:00.0,4787.42,4787.58,4697.04,4712.5,30.42,379.09,-1.6,7.3,24.24,4.63,19.59,4.29,7860.79,93.58,1.25,
801010,农林牧渔,2020-08-24 00:00:00.0,4696.85,4809.99,4681.82,4789.36,28.01,394.98,2.47,6.72,24.62,4.71,19.9,4.68,7988.13,95.1,1.23,
801010,农林牧渔,2020-08-21 00:00:00.0,4649.63,4705.27,4638.09,4673.89,26.08,342.83,0.5,6.26,24.05,4.59,19.23,4.2,7787.96,92.71,1.26,
801010,农林牧渔,2020-08-20 00:00:00.0,4710.51,4728.5,4624,4650.5,35.28,446.9,-1.88,8.47,23.87,4.56,19.12,5.33,7748.73,92.25,1.27,
801010,农林牧渔,2020-08-19 00:00:00.0,4755.79,4803.84,4722.22,4739.84,39.98,524.55,-0.49,9.6,24.33,4.59,19.47,5.02,7897.59,94.02,1.24,
801010,农林牧渔,2020-08-18 00:00:00.0,4701.3,4792.61,4676.2,4763,37.52,498.1,1.27,9.01,24.44,4.63,19.56,4.77,7936.19,94.48,1.24,
801010,农林牧渔,2020-08-17 00:00:00.0,4660.7,4728.06,4660.7,4703.23,31.14,395.48,0.74,7.48,24.11,4.58,19.14,3.55,7836.6,93.29,1.25,
801010,农林牧渔,2020-08-14 00:00:00.0,4679.35,4680.8,4603.72,4668.46,34.69,418.26,-0.12,8.33,23.92,4.55,18.97,5.1,7776,92.57,1.26,
801010,农林牧渔,2020-08-13 00:00:00.0,4588.92,4715.28,4584.77,4674.22,38.94,491.42,2.01,9.36,23.91,4.53,19.03,5.83,7734.37,92.08,1.27,
801010,农林牧渔,2020-08-12 00:00:00.0,4617.03,4641.75,4507.37,4582.1,32,411.58,-0.87,7.71,23.38,4.43,18.54,3.96,7554.97,89.94,1.38,
801010,农林牧渔,2020-08-11 00:00:00.0,4607.72,4709.52,4607.7,4622.08,31.26,425.15,0.31,7.53,23.56,4.47,18.74,3.89,7620.89,90.72,1.37,
801010,农林牧渔,2020-08-10 00:00:00.0,4586.72,4627.38,4557.45,4608.01,26.97,355.07,-0.19,6.5,23.49,4.45,18.73,3.19,7597.7,90.45,1.37,
801010,农林牧渔,2020-08-07 00:00:00.0,4635.08,4675.01,4555.79,4616.57,32.56,422.74,-0.99,7.85,23.54,4.46,18.81,3.49,7611.82,90.62,1.37,
801010,农林牧渔,2020-08-06 00:00:00.0,4747.27,4747.29,4622.6,4662.8,31.45,469.98,-1.87,7.58,23.74,4.5,19.1,3.79,7682.87,91.46,1.36,
801010,农林牧渔,2020-08-05 00:00:00.0,4592.18,4752.19,4557.18,4751.67,34.66,493.8,2.97,8.35,24.21,4.58,19.49,4.32,7829.3,93.21,1.33,
801010,农林牧渔,2020-08-04 00:00:00.0,4635.1,4706.44,4606.46,4614.72,37.83,513.96,-0.3,9.12,23.49,4.45,18.95,3.9,7603.65,90.52,1.37,
801010,农林牧渔,2020-08-03 00:00:00.0,4522.76,4631.92,4522.76,4628.81,33.19,458.75,2.91,8,23.52,4.45,18.95,3.62,7626.75,90.79,1.37,
801010,农林牧渔,2020-07-31 00:00:00.0,4450.1,4501.67,4418.95,4497.91,29.05,372.47,0.54,7,22.86,4.33,18.44,3.43,7411.07,88.23,1.41,
801010,农林牧渔,2020-07-30 00:00:00.0,4451.98,4522.52,4443.35,4473.71,32.01,430.41,0.55,7.71,22.77,4.31,18.21,4.13,7371.63,87.76,1.42,
801010,农林牧渔,2020-07-29 00:00:00.0,4373.88,4449.25,4338.01,4449.25,22.91,329.88,1.34,5.52,22.65,4.29,17.98,3.31,7331.33,87.28,1.42,
801010,农林牧渔,2020-07-28 00:00:00.0,4287.35,4390.6,4268.64,4390.6,25.92,374.56,2.92,6.25,22.38,4.23,17.74,4.34,7234.69,86.13,1.44,
801010,农林牧渔,2020-07-27 00:00:00.0,4300.97,4360.6,4231.86,4266.04,23.75,332.11,0.31,5.72,21.7,4.11,17.35,3.74,7028.71,83.68,1.49,
801010,农林牧渔,2020-07-24 00:00:00.0,4330.12,4438.06,4221.89,4252.8,30.85,456.68,-2.27,7.44,21.64,4.1,17.18,3.58,7006.51,83.41,1.49,
801010,农林牧渔,2020-07-23 00:00:00.0,4355.71,4378.89,4265.17,4351.63,22.67,324.06,-0.72,5.46,22.13,4.19,17.73,2.73,7169.34,85.35,1.46,
801010,农林牧渔,2020-07-22 00:00:00.0,4350.51,4396.93,4320.47,4383.33,22.82,322.19,0.39,5.5,22.33,4.23,17.69,2.84,7221.56,85.97,1.45,
801010,农林牧渔,2020-07-21 00:00:00.0,4367.17,4375.34,4327.29,4366.27,19.87,268.84,0.23,4.79,22.27,4.23,17.44,2.56,7193.45,85.64,1.45,
801010,农林牧渔,2020-07-20 00:00:00.0,4327.82,4362.1,4251.78,4356.12,21.28,296.16,1.99,5.13,22.25,4.22,17.21,2.61,7176.72,85.44,1.46,
801010,农林牧渔,2020-07-17 00:00:00.0,4187.49,4313.05,4187.49,4271.24,21.61,296.13,1.96,5.21,21.81,4.19,16.81,2.79,7036.58,83.77,1.45,
801010,农林牧渔,2020-07-16 00:00:00.0,4469.95,4469.95,4187.2,4189.34,29.42,398.38,-6.48,7.09,21.38,4.11,16.62,2.83,6901.65,82.16,1.48,
801010,农林牧渔,2020-07-15 00:00:00.0,4542.79,4578.78,4477.14,4479.72,35.11,477.85,-1.56,8.46,22.84,4.39,17.86,3.18,7379.54,87.85,1.39,
801010,农林牧渔,2020-07-14 00:00:00.0,4557.6,4567.92,4420.5,4550.6,46.75,600.32,1.14,11.28,23.2,4.46,18.05,3.66,7489.69,89.16,1.39,
801010,农林牧渔,2020-07-13 00:00:00.0,4283.54,4502.47,4283.54,4499.11,39.46,502.95,6.44,9.52,22.95,4.41,18.07,3.11,7404.95,88.15,1.41,
801010,农林牧渔,2020-07-10 00:00:00.0,4268.83,4288.7,4207.23,4226.88,30.88,370.81,-1.53,7.45,21.57,4.15,16.98,2.38,6956.66,82.82,1.51,
801010,农林牧渔,2020-07-09 00:00:00.0,4158.79,4292.62,4158.79,4292.62,32.65,431.07,3.51,7.88,21.89,4.21,17.37,2.58,7064.85,84.11,1.48,
801010,农林牧渔,2020-07-08 00:00:00.0,4094.5,4147.08,4089.33,4147.08,25.96,333.38,1.05,6.28,21.1,4.06,16.87,2.23,6807.95,81.05,1.59,
801010,农林牧渔,2020-07-07 00:00:00.0,4165.19,4165.19,4063.12,4104.05,33.52,443.39,0.28,8.12,20.94,4.03,16.56,2.63,6753.46,80.4,1.6,
801010,农林牧渔,2020-07-06 00:00:00.0,3957.94,4092.57,3957.94,4092.57,28.17,360.03,4.29,6.82,20.89,4.02,16.32,2.37,6734.56,80.17,1.6,
801010,农林牧渔,2020-07-03 00:00:00.0,3893.08,3927.55,3842.53,3924.4,18.54,240.93,0.53,4.49,20.03,3.85,15.72,2.11,6457.58,76.88,1.68,
801010,农林牧渔,2020-07-02 00:00:00.0,3926.03,3938.8,3884.69,3903.89,17.43,242.7,-0.56,4.22,19.94,3.84,15.78,2.32,6423.82,76.47,1.69,
801010,农林牧渔,2020-07-01 00:00:00.0,3877.74,3952.5,3859.44,3925.91,18,253.93,1.45,4.36,20.05,3.86,15.85,2.91,6459.44,76.9,1.68,
801010,农林牧渔,2020-06-30 00:00:00.0,3805.13,3869.92,3799.63,3869.82,14.94,201.55,2.13,3.62,19.81,3.81,15.73,2.81,6357.76,75.69,1.71,
801010,农林牧渔,2020-06-29 00:00:00.0,3757.46,3815.04,3757.46,3788.94,16.9,216.59,1.23,4.06,19.38,3.72,15.3,3.14,6226.44,73.25,1.65,
801010,农林牧渔,2020-06-24 00:00:00.0,3768.14,3781.93,3734.39,3742.85,14.26,173.21,-0.45,3.42,19.14,3.68,15.17,2.48,6150.57,72.36,1.71,
801010,农林牧渔,2020-06-23 00:00:00.0,3784.65,3790.57,3756.34,3759.78,17.48,219.25,-1.03,4.2,19.2,3.69,15.41,3.01,6175.82,72.66,1.7,
801010,农林牧渔,2020-06-22 00:00:00.0,3771.19,3824.96,3737.67,3798.98,20.85,267.47,1.22,4.98,19.44,3.73,15.36,3.37,6257.59,72.76,1.68,
